file,ground_truth,removed_line
3772B_missing_Subcircuit.net,Subcircuit,XU1 N002 N005 N006 0 N003 IN N001 LTC3772B
3773_missing_VoltageSource.net,VoltageSource,V1 IN 0 5
3774_missing_Resistor.net,Resistor,R1 N005 N015 4.64K
3775_missing_Resistor.net,Resistor,R6 N012 0 10K
3776_missing_VoltageSource.net,VoltageSource,V1 IN 0 5
3777_missing_Capacitor.net,Capacitor,C5 N018 0 .005µ
3778_missing_Resistor.net,Resistor,R3 N008 0 14K
3779_missing_MOSFET.net,MOSFET,M§Q3 N018 N020 N026 N026 PHM21NQ15T
3780_missing_VoltageSource.net,VoltageSource,V1 IN 0 5
3781_missing_Capacitor.net,Capacitor,C2 N015 N014 .001µ
3782_missing_Resistor.net,Resistor,Rload OUT 0 100
3782A_missing_Resistor.net,Resistor,R4 N009 0 24.9K
3783_missing_VoltageSource.net,VoltageSource,V1 IN 0 17.5
3784_missing_Resistor.net,Resistor,R6 IN N011 4m
3785-1_missing_MOSFET.net,MOSFET,M§Q2 N001 N008 0 0 FDS6890A
3785_missing_Resistor.net,Resistor,R3 OUT N011 215K
3786_missing_Resistor.net,Resistor,R1 N003 0 12.1K
3787_missing_Diode.net,Diode,D2 N001 N007 MBR0540
3788-1_missing_Capacitor.net,Capacitor,C8 N018 0 .005µ
3788_missing_Resistor.net,Resistor,R4 N014 0 12.1K
3789_missing_MOSFET.net,MOSFET,M§Q1 IN N009 N012 N012 IRF7831
3790_missing_Capacitor.net,Capacitor,C2 N024 0 10n Rser=5.1K
3791-1_missing_MOSFET.net,MOSFET,M§Q3 N002 N011 N014 N014 Si4840DY
3791_missing_Resistor.net,Resistor,R7 N017 0 86.6K
3795_missing_Capacitor.net,Capacitor,C2 N009 0 10n
3796-1_missing_Capacitor.net,Capacitor,C3 N016 N019 22n
3796_missing_Inductor.net,Inductor,L1 N001 N002 22µ Rser=20m
3797_missing_Diode.net,Diode,D2 N017 0 LXK2-PW14 N=15
3798_missing_Diode.net,Diode,D7 0 N003 1N4007
3799-1_missing_Capacitor.net,Capacitor,C1 N011 0 .01µ
3799_missing_Diode.net,Diode,D1 N006 N004 1N4148
37C_missing_Resistor.net,Resistor,R2 N001 0 10
3800_missing_VoltageSource.net,VoltageSource,V1 IN 0 36
3801_missing_VoltageSource.net,VoltageSource,V1 IN 0 5
3801B_missing_Resistor.net,Resistor,R2 N004 N003 10K
3802_missing_Resistor.net,Resistor,R8 N012 0 51.1K
3803-3_missing_Capacitor.net,Capacitor,C1 N001 0 10µ
3803-5_missing_VoltageSource.net,VoltageSource,V1 IN 0 5
3803_missing_Resistor.net,Resistor,R5 N006 N005 56K
3805-5_missing_Resistor.net,Resistor,R5 OUT N008 191K
3805_missing_Resistor.net,Resistor,R3 OUT N011 105K
3806_missing_Capacitor.net,Capacitor,C4 OUT 0 470µ Rser=50m
3807_missing_Inductor.net,Inductor,L1 N005 N006 10µ Rser=1.5m
3808_missing_Resistor.net,Resistor,Rload OUT 0 5
3809-1_missing_Capacitor.net,Capacitor,C2 0 N005 220p Rser=15K
3809_missing_Resistor.net,Resistor,Rload OUT 0 10
3810-5_missing_Capacitor.net,Capacitor,C4 N011 N013 5p
3810_missing_Resistor.net,Resistor,R1 IN N003 274K
3811_missing_Resistor.net,Resistor,R3 N008 N012 1.21K
3812-5_missing_Capacitor.net,Capacitor,C2 N002 0 1µ
3813_missing_Capacitor.net,Capacitor,C3 OUT 0 500µ Rser=10m
3814-5_missing_Diode.net,Diode,D2 N005 OUT MBRS1100
3815_missing_VoltageSource.net,VoltageSource,V1 IN 0 3.3
3816_missing_Capacitor.net,Capacitor,C7 N007 N008 .1µ
3822-1_missing_Resistor.net,Resistor,R3 N007 0 59K
3822_missing_Resistor.net,Resistor,Rload OUT 0 1
3823_missing_MOSFET.net,MOSFET,M§Q2 IN N005 N007 N007 Si4842DY
3824_missing_Resistor.net,Resistor,R3 N002 0 10K
3825_missing_BJT.net,BJT,Q4 N006 N007 N010 0 2N2222
3826-1_missing_Diode.net,Diode,D1 N001 N007 BAT54
3826_missing_MOSFET.net,MOSFET,M§Q2 N010 N013 0 0 FDS6680A
3827-1_missing_Diode.net,Diode,D2 N001 N007 BAT54
3827_missing_Capacitor.net,Capacitor,C2 0 N022 .001µ
3828_missing_Resistor.net,Resistor,R9 IN N020 20K
3829_missing_Inductor.net,Inductor,L3 N002 N001 .6µ Rser=4m
3830-1_missing_MOSFET.net,MOSFET,M§Q1 IN N002 N006 N006 Si9428DY
3830_missing_MOSFET.net,MOSFET,M§Q1 IN N004 N002 N002 Si9428DY
3830ES8_missing_Resistor.net,Resistor,R2 OUT N007 5.36K
3831_missing_Capacitor.net,Capacitor,C5 N013 0 33p
3832-1_missing_Diode.net,Diode,D1 IN N005 MBR0520L
3832_missing_Capacitor.net,Capacitor,C2 N006 0 .01µ
3833_missing_Diode.net,Diode,D1 N001 N004 1N5818
3834-1_missing_Diode.net,Diode,D1 N001 N004 MBR0540
3834_missing_Capacitor.net,Capacitor,C4 N009 0 1200p Rser=9.53K Cpar=150p
3835-1_missing_Subcircuit.net,Subcircuit,XU1 N002 N011 N009 N012 0 0 N010 N001 IN N006 N003 N005 N007 OUT N008 N004 LTC3835-1
3835_missing_Inductor.net,Inductor,L1 N008 N010 3.2µ Rpar=5K
3836_missing_Resistor.net,Resistor,R8 N015 0 11.8K
3837_missing_Resistor.net,Resistor,R6 N020 0 150K
3838-1_missing_Capacitor.net,Capacitor,C2 N005 N007 .1µ
3838-2_missing_Capacitor.net,Capacitor,C14 N002 0 1µ
3838_missing_Resistor.net,Resistor,R9 OUT2 N018 15K
3839_missing_Capacitor.net,Capacitor,C1 0 N001 4.7µ
3840_missing_Resistor.net,Resistor,R3 OUT N011 16.9K
3844_missing_Diode.net,Diode,D1 N001 N004 MBRS1100
3845_missing_Inductor.net,Inductor,L1 N006 N007 15µ Rpar=2K
3845A_missing_Diode.net,Diode,D1 N001 N002 MBRS140
3850-1_missing_Subcircuit.net,Subcircuit,XU1 N016 N010 OUT1 N012 N021 N022 N019 N014 0 N018 N015 N013 OUT2 N011 N017 N003 N007 N006 N009 0 N001 0 N008 IN N005 N004 N002 N020 LTC3850-1
3850-2_missing_MOSFET.net,MOSFET,M§Q2 N004 N008 0 0 FDS6680A
3850_missing_MOSFET.net,MOSFET,M§Q2 N004 N008 0 0 FDS6680A
3851-1_missing_Subcircuit.net,Subcircuit,XU1 NC_01 N008 NC_02 N006 N010 N009 OUT N011 N002 0 N007 N001 IN N004 N003 N005 LTC3851-1
3851_missing_Resistor.net,Resistor,R3 N004 N010 10K
3851A-1_missing_Capacitor.net,Capacitor,C3 N001 0 4.7µ
3851A_missing_Resistor.net,Resistor,R1 OUT N008 154K
3852_missing_Subcircuit.net,Subcircuit,XU1 NC_01 N008 IN N009 N011 N006 OUT N007 NC_02 0 N005 N001 N001 N003 N002 N004 0 IN IN N001 N012 N010 LTC3852
3853_missing_Capacitor.net,Capacitor,C16 N027 0 1500p Rser=18K Cpar=220p
3854_missing_Resistor.net,Resistor,R3 N007 N009 10.2K
3855_missing_Capacitor.net,Capacitor,C7 N004 N006 .1µ
3856_missing_Resistor.net,Resistor,R4 N014 OUT 1m
3857-1_missing_Resistor.net,Resistor,R5 N006 OUT1 7m
3857_missing_MOSFET.net,MOSFET,M§Q3 IN N006 N011 N011 Si7884DP
3858-1_missing_Resistor.net,Resistor,R1 N011 OUT2 .008
3858-2_missing_Capacitor.net,Capacitor,C7 OUT1 0 150µ Rser=50m
3858_missing_VoltageSource.net,VoltageSource,V2 RUN 0 5
3859_missing_Capacitor.net,Capacitor,C4 N007 0 .001µ
3859AL_missing_Capacitor.net,Capacitor,C11 N005 OUT1 0.001µ
3860_missing_Capacitor.net,Capacitor,C8 N009 N010 .22µ
3861-1_missing_Resistor.net,Resistor,R1 0 N022 28.7K
3861_missing_Capacitor.net,Capacitor,C9 N020 0 100p
3862-1_missing_Capacitor.net,Capacitor,C1 OUT 0 100µ Rser=10m
3862-2_missing_Resistor.net,Resistor,R2 OUT N011 796K
3862_missing_Subcircuit.net,Subcircuit,XU1 0 NC_01 NC_02 0 N009 N013 N012 N011 0 NC_03 NC_04 0 N010 0 MP_05 N008 0 N005 N002 IN N004 0 N006 N003 LTC3862
3863_missing_Resistor.net,Resistor,R3 OUT N006 511K
3864_missing_VoltageSource.net,VoltageSource,V1 IN 0 24
3865-1_missing_Capacitor.net,Capacitor,C2 OUT2 0 540µ
3865_missing_MOSFET.net,MOSFET,M§Q2 IN N002 N007 N007 Si7884DP
3866_missing_Capacitor.net,Capacitor,C2 N013 0 1500p Rser=10K Cpar=220p
3867_missing_VoltageSource.net,VoltageSource,V1 IN 0 12
3868-1_missing_Capacitor.net,Capacitor,C2 0 N019 .001µ
3868_missing_Resistor.net,Resistor,R7 N015 0 20K
3869-2_missing_Capacitor.net,Capacitor,C1 N004 N005 .1µ
3869_missing_Resistor.net,Resistor,R1 N012 0 20K
3870-1_missing_Resistor.net,Resistor,R12 OUT0 0 .045
3870_missing_Diode.net,Diode,D3 N022 N027 CMDSH2-3
3871_missing_Capacitor.net,Capacitor,"C7 OUT 0 1µ x2 V=16 Irms=3.41 Rser=0.0133158 Lser=0 mfg=""KEMET"" pn=""C1206C105K4RAC"" type=""X7R"""
3872_missing_MOSFET.net,MOSFET,M§Q1 N001 N003 0 0 Si3460DV
3873-5_missing_Resistor.net,Resistor,R2 N005 0 12K
3873_missing_Capacitor.net,Capacitor,C4 N004 0 .01µ
3874-1_missing_Diode.net,Diode,D1 N003 N006 CMDSH2-3
3874_missing_Resistor.net,Resistor,R14 N005 0 10K
3875_missing_Resistor.net,Resistor,Rload OUT 0 20m
3876_missing_Capacitor.net,Capacitor,C6 N012 0 1000p Rser=15K
3878_missing_Capacitor.net,Capacitor,C2 OUT 0 750µ
3879_missing_Capacitor.net,Capacitor,C5 N003 N005 .22µ
3880-1_missing_Resistor.net,Resistor,R7 0 N015 15.8K
3880_missing_Capacitor.net,Capacitor,C10 N020 0 1µ
3882-1_missing_Subcircuit.net,Subcircuit,XU1 N017 N016 OUT 0 NC_05 NC_06 N018 OUT N016 N001 0 NC_07 N007 N019 NC_08 MP_09 MP_10 N011 N004 MP_11 0 N014 OUT OUT N015 N001 MP_12 N004 N012 MP_13 MP_14 N018 0 IN NC_15 N004 MP_16 NC_17 LTC3882-1 Vout_0=1 Vout_1=1 Iout0_fault=29.75 Iout1_fault=29.75 Iout0_warn=20 Iout1_warn=20 Iout0_gain=1m Iout1_gain=1m Vout0_AVP=0 Vout1_AVP=1 Freq=500K PHAS_0=0 PHAS_1=180 Ton0_delay=.3m Ton0_rise=.5m Ton1_delay=.3m Ton1_rise=.5m Toff0_delay=.2m Toff0_fall=.3m Toff1_delay=.2m Toff1_fall=.3m Vout0_rng=0 Vout1_rng=0
3882_missing_Subcircuit.net,Subcircuit,XU3 MP_03 MP_04 N009 N007 N013 0 N011 N001 N005 N006 LTC4449
3883-1_missing_Resistor.net,Resistor,R5 N006 N009 10K
3883_missing_Resistor.net,Resistor,R4 N006 N007 10K
3884_missing_Resistor.net,Resistor,R4 N022 N023 10K
3886-1_missing_Resistor.net,Resistor,R14 N017 N018 10K
3886_missing_Resistor.net,Resistor,R12 OUT0 0 1
3887-1_missing_Resistor.net,Resistor,R1 N007 N013 1.58K
3887_missing_MOSFET.net,MOSFET,M§Q1 IN N002 N004 N004 RJK0305DPB
3888-1_missing_Resistor.net,Resistor,R17 0 N024 28K
3888_missing_Inductor.net,Inductor,L7 N029 OUT1 0.2µ
3890-1_missing_Capacitor.net,Capacitor,C8 N014 0 220p Rser=15K
3890-2_missing_Resistor.net,Resistor,R4 N008 OUT 3m
3890-3_missing_MOSFET.net,MOSFET,M§Q3 IN N006 N011 N011 RJK0651DPB
3890_missing_Capacitor.net,Capacitor,C2 N005 N008 .1µ
3891_missing_Capacitor.net,Capacitor,C1 OUT 0 150µ Rser=5m
3892-1_missing_MOSFET.net,MOSFET,M§Q1 N008 N011 0 0 BSC042NE7NS3
3892_missing_Resistor.net,Resistor,R1 N009 OUT2 8m
3894_missing_Resistor.net,Resistor,Rload OUT 0 1.67
3895_missing_Capacitor.net,Capacitor,C1 OUT 0 150µ x3 Rser=0.1
3896_missing_Capacitor.net,Capacitor,C5 N011 OUT 0.01µ
3897_missing_Resistor.net,Resistor,R2 N002 N003 2m
3899_missing_Capacitor.net,Capacitor,C10 OUT1 0 220µ Rser=20m
3900_missing_MOSFET.net,MOSFET,M§Q2 N005 N009 0 0 Si9936DY
3901_missing_MOSFET.net,MOSFET,M§Q1 N004 N006 0 0 FDS8962C_N
3909_missing_Capacitor.net,Capacitor,C1 N007 0 1µ
3922-1_missing_Resistor.net,Resistor,R2 IN N004 1Meg
3922_missing_Capacitor.net,Capacitor,C3 N017 0 1n Rser=10K
3942_missing_Resistor.net,Resistor,R1 N010 N009 100k
3952_missing_Diode.net,Diode,D2 N009 0 LXHL-BW02 n=17
3952A_missing_Resistor.net,Resistor,R3 OUT N005 0.75
3954_missing_Resistor.net,Resistor,R9 N007 0 165K
3955_missing_Capacitor.net,Capacitor,C1 N004 0 1µ
3956_missing_Resistor.net,Resistor,R10 N008 0 40.2K
3957_missing_Resistor.net,Resistor,R6 IN N002 200K
3957A_missing_Resistor.net,Resistor,R6 IN N002 200K
3958_missing_Resistor.net,Resistor,Rload OUT 0 96
3959_missing_Resistor.net,Resistor,R7 N008 0 15.8K
3964_missing_VoltageSource.net,VoltageSource,V1 IN 0 35
3970-3.3_missing_Subcircuit.net,Subcircuit,XU1 OUT IN IN 0 MP_01 N002 N001 OUT N003 N004 LT3970-3.3
3970-5_missing_Capacitor.net,Capacitor,C1 N001 N002 .22µ
3970_missing_Resistor.net,Resistor,Rload OUT 0 14.3
3971-3.3_missing_Resistor.net,Resistor,Rload OUT 0 2.75
3971-5_missing_Capacitor.net,Capacitor,C2 N004 N006 .47µ
3971_missing_Diode.net,Diode,D1 0 N006 DFLS220L
3971A-5_missing_Resistor.net,Resistor,R3 OUT N007 20K
3971A_missing_Inductor.net,Inductor,L1 N006 OUT 4.7µ
3972_missing_Capacitor.net,Capacitor,C3 N002 0 680p
3973_missing_Resistor.net,Resistor,R2 N005 0 316K
3975_missing_Capacitor.net,Capacitor,C3 N003 N005 .47µ
3976_missing_Diode.net,Diode,D1 0 N005 B540C
3980_missing_Resistor.net,Resistor,R2 OUT N006 536K
3988_missing_Resistor.net,Resistor,R2 N008 0 10K
3990_missing_Resistor.net,Resistor,R3 N004 0 374K
3991_missing_VoltageSource.net,VoltageSource,V1 IN 0 12
3992_missing_Resistor.net,Resistor,R9 N014 0 60.4K
3995_missing_Resistor.net,Resistor,R1 N004 0 182K
3999_missing_Inductor.net,Inductor,L5 N003 OUT 15.3µ Rser=20m
4000-1_missing_Capacitor.net,Capacitor,C12 N021 N031 10m Rser=1m
4000_missing_Resistor.net,Resistor,R13 N018 N024 1.13Meg
4009-1_missing_MOSFET.net,MOSFET,M§Q2 N006 N012 0 0 BSC019NE2LSI
4009-2_missing_Resistor.net,Resistor,R7 BATT N016 3.01K
4009_missing_Resistor.net,Resistor,R1 IN N003 14.3K
4020_missing_Capacitor.net,Capacitor,C2 N006 N012 1µ
4053-4.2_missing_Resistor.net,Resistor,R2 N001 N004 1K
4054-4.2_missing_Resistor.net,Resistor,R1 N003 0 1.5K
4054L-4.2_missing_Resistor.net,Resistor,R1 N001 0 1.69K
4054X-4.2_missing_Resistor.net,Resistor,R1 N003 0 1.5K
4065_missing_Diode.net,Diode,D2 N002 N003 NSCW100
4070_missing_Resistor.net,Resistor,R2 N002 N001 1K
4071_missing_Subcircuit.net,Subcircuit,XU1 N005 N006 0 N004 0 0 N003 N002 LTC4071
4077_missing_Resistor.net,Resistor,R1 N003 0 2K
4079_missing_Resistor.net,Resistor,R2 N004 N007 249K
4085-1_missing_Resistor.net,Resistor,R3 N012 N013 10K
4085-3_missing_Resistor.net,Resistor,R2 OUT N002 5.1K
4085-4_missing_Resistor.net,Resistor,R1 OUT N006 1K
4085_missing_Resistor.net,Resistor,R3 N012 N013 10K
4090_missing_Resistor.net,Resistor,R3 N012 N013 10K
4120_missing_VoltageSource.net,VoltageSource,V1 N001 0 5
4123_missing_Capacitor.net,Capacitor,C§BAT N001 0 .1
4150_missing_Resistor.net,Resistor,Rload N002 0 10
4180_missing_BJT.net,BJT,Q1 N013 N016 N014 0 2N2222
4210-1_missing_Resistor.net,Resistor,R3 N001 IN .01
4210-2_missing_Resistor.net,Resistor,R2 N003 N004 100
4211_missing_Resistor.net,Resistor,R2 N003 N007 36K
4214-1_missing_Resistor.net,Resistor,R3 N006 N014 32.4K
4214-2_missing_Resistor.net,Resistor,R2 0 N005 34K
4215-1_missing_Capacitor.net,Capacitor,C2 N015 0 .068µ
4215-2_missing_MOSFET.net,MOSFET,M§Q2 N003 N006 N004 N004 Si4864DY
4215-3_missing_MOSFET.net,MOSFET,M§Q2 N003 N006 N004 N004 Si4864DY
4215_missing_Resistor.net,Resistor,R7 N003 N011 24K
4216_missing_Capacitor.net,Capacitor,C3 N008 0 18n
4217-12_missing_Subcircuit.net,Subcircuit,XU1 NC_01 IN N002 NC_02 N005 N005 0 OUT MP_03 MP_04 MP_05 MP_06 NC_07 N003 N002 NC_08 N004 NC_09 LTC4217-12
4217_missing_Capacitor.net,Capacitor,C2 OUT 0 330µ
4218-12_missing_Capacitor.net,Capacitor,C2 OUT 0 330µ
4219-12_missing_VoltageSource.net,VoltageSource,V2 N001 0 PULSE(0 1 240m 1m 1m 10m)
4219-5_missing_Capacitor.net,Capacitor,C2 OUT 0 330µ
4220_missing_Resistor.net,Resistor,R15 0 N011 4.99K
4221_missing_VoltageSource.net,VoltageSource,V1 IN2 0 PWL(0 0 100u 2.5)
4222_missing_Resistor.net,Resistor,R16 0 N014 10.2K
4224-1_missing_Resistor.net,Resistor,R1 OUT2 0 1.65
4224-2_missing_VoltageSource.net,VoltageSource,V4 N002 0 PULSE(0 1 500m 10n 10n 8m 100)
4225-1_missing_Resistor.net,Resistor,R10 N022 IN2 .004
4225-2_missing_Resistor.net,Resistor,R7 IN1 N009 100K
4226-2_missing_VoltageSource.net,VoltageSource,V1 N001 0 PWL(0 0 2m 12)
4227-1_missing_Resistor.net,Resistor,R7 N001 N013 100K
4227-2_missing_VoltageSource.net,VoltageSource,V3 N003 0 PWL(0 0 300m 0 +1m 1 +10m 1 +1m 0)
4227-3_missing_VoltageSource.net,VoltageSource,V1 IN1 0 PWL(0 0 10u 0 +1u 11 +200m 11 +100m 13 +100m 13 +100m 11)
4227-4_missing_MOSFET.net,MOSFET,M§Q1 N001 N008 IN1 IN1 Si7386DP
4228-1_missing_VoltageSource.net,VoltageSource,V1 IN1 0 PWL(0 0 10u 0 +1u 11 +200m 11 +100m 13 +100m 13 +100m 11)
4228-2_missing_Resistor.net,Resistor,R11 N017 N021 100K
4229_missing_Resistor.net,Resistor,R11 N001 N012 100K
4230_missing_Resistor.net,Resistor,R1 N002 N001 7m
4231-1_missing_Resistor.net,Resistor,R5 N008 N009 32.4K
4231-2_missing_Capacitor.net,Capacitor,C2 N010 0 180n
4232-1_missing_VoltageSource.net,VoltageSource,V2 N003 0 PULSE(0 1 240m 1m 1m 10m)
4232_missing_Capacitor.net,Capacitor,C2 OUT 0 330µ
4233_missing_Subcircuit.net,Subcircuit,XU1 N007 IN N003 0 N008 N008 0 OUT TjFET N007 MP_01 MP_02 N001 N005 N003 N004 N006 NC_03 LTC4233 Rpcb=15 Tamb=25
4234_missing_Resistor.net,Resistor,R1 N006 0 20K
4235-1_missing_Capacitor.net,Capacitor,C4 N016 0 .1µ
4235-2_missing_Resistor.net,Resistor,R3 N012 0 2K
4236-1_missing_Resistor.net,Resistor,R11 N001 N017 100K
4236-2_missing_Resistor.net,Resistor,R8 N005 N007 15K
4240_missing_Capacitor.net,Capacitor,C1 3Vout 0 30µ
4242_missing_VoltageSource.net,VoltageSource,V3 N014 0 3.3
4250H_missing_Capacitor.net,Capacitor,C2 N005 N004 470n
4251-1_missing_VoltageSource.net,VoltageSource,V1 IN 0 PWL(0 0 1m 0 1.001m -48 220m -48 221m -70)
4251-2_missing_Capacitor.net,Capacitor,C1 N002 IN 10n
4251_missing_Resistor.net,Resistor,R1 0 N001 10K
4252C-1_missing_Resistor.net,Resistor,R6 OUT N004 1Meg
4252C-2_missing_Resistor.net,Resistor,R4 0 N001 5K
4256-1_missing_Resistor.net,Resistor,R1 N001 N005 64.9K
4256-2_missing_Resistor.net,Resistor,R8 N003 N010 27K
4256-3_missing_Resistor.net,Resistor,R8 OUT N009 51K
4257-1_missing_Resistor.net,Resistor,Rload N001 OUT 1.3K
4257_missing_Capacitor.net,Capacitor,Cload N001 OUT 100µ Rser=10m
4260_missing_Resistor.net,Resistor,R6 0 N009 3.57K
4261_missing_Capacitor.net,Capacitor,C9 N015 VOUT .01µ
4265_missing_Capacitor.net,Capacitor,C1 N001 IN .1µ Rser=10m
4267-1_missing_Capacitor.net,Capacitor,C2 OUT 0 320µ Rser=10m
4267-3_missing_Capacitor.net,Capacitor,C6 0 N011 22n Rser=26.7K
4267_missing_MOSFET.net,MOSFET,M§Q1 N005 N007 N009 N009 Si3440DV
4269-1_missing_Resistor.net,Resistor,R2 N022 P001 330
4269-2_missing_Capacitor.net,Capacitor,C4 N003 0 10µ
4274_missing_Resistor.net,Resistor,R4 N012 N011 .25
4275A_missing_Resistor.net,Resistor,R6 N004 N006 3.32K
4276A_missing_Capacitor.net,Capacitor,C16 N001 0 1µ
4278_missing_Resistor.net,Resistor,Rload OUT 0 1
4280_missing_Subcircuit.net,Subcircuit,XU1 N007 N008 N012 0 N010 N011 N014 N013 N009 N005 OUT N006 N001 IN IN LTC4280 LTC4280 LTC4280 uvautoretry=1 ovautoretry=1 ocautoretry=0
4281_missing_Subcircuit.net,Subcircuit,XU1 N008 N006 0 MP_01 N008 N011 MP_02 MP_03 MP_04 MP_05 MP_06 MP_07 MP_08 MP_09 MP_10 MP_11 MP_12 N010 N009 MP_13 N007 OUT N004 MP_14 MP_15 MP_16 N001 MP_17 IN MP_18 IN N005 LTC4281 OVRTRY=1 UVRTRY=1 OCRTRY=1 FETBADRTRY=1 FETBADTIMOUT=10m
4282_missing_Capacitor.net,Capacitor,C1 OUT 0 100µ
4283_missing_Capacitor.net,Capacitor,CIN N001 VEE .1µ
4284_missing_Resistor.net,Resistor,RG1 GATE1 P001 1k
4294_missing_Resistor.net,Resistor,Rload OUT 0 4K
4295_missing_MOSFET.net,MOSFET,M§Q1 N010 N013 0 0 PSMN2R430MLD
4300A-1_missing_Resistor.net,Resistor,R3 N001 N005 10K
4320-1_missing_MOSFET.net,MOSFET,M§Q1 OUT N003 N001 N001 IPD220N06L3
4320_missing_VoltageSource.net,VoltageSource,V1 N002 N001 SINE(0 36 60) Rser=.5
4321_missing_MOSFET.net,MOSFET,M8 N001 N019 N004 N004 PSMN075100MSE
4350_missing_Capacitor.net,Capacitor,C6 N023 0 0.1µ
4351_missing_Resistor.net,Resistor,R2 N014 N016 232
4352_missing_Resistor.net,Resistor,Rload N002 0 3
4353_missing_Subcircuit.net,Subcircuit,XU1 0 N010 N009 N008 N002 N007 N006 N002 N003 N004 N001 N005 0 0 LTC4353
4354_missing_MOSFET.net,MOSFET,M§Q1 N007 N005 N008 N008 Si4486EY
4355_missing_VoltageSource.net,VoltageSource,V2 N001 0 PWL(0 48 50m 0 100m 48)
4356-1_missing_Subcircuit.net,Subcircuit,XU1 N011 N010 OUT N005 N001 IN IN N008 N006 0 N007 N009 LT4356-1
4356-2_missing_Resistor.net,Resistor,RSNS IN N001 20m
4356-3_missing_Resistor.net,Resistor,R11 OUT 0 10
4357_missing_Subcircuit.net,Subcircuit,XU2 N002 N004 N005 0 N002 LTC4357
4358_missing_Subcircuit.net,Subcircuit,XU1 N002 N001 N002 NC_01 N002 0 LTC4358
4359_missing_Subcircuit.net,Subcircuit,XU1 N002 N003 N001 N001 N001 N004 LTC4359
4360-1_missing_Resistor.net,Resistor,R1 N002 0 10
4360-2_missing_MOSFET.net,MOSFET,M§Q2 N004 N006 N001 N001 FDS4953
4361-1_missing_Inductor.net,Inductor,L1 N003 N004 1µ Rser=150m
4361-2_missing_MOSFET.net,MOSFET,M§Q1 N004 N008 N005 N005 FDS4953
4362-1_missing_Subcircuit.net,Subcircuit,XU1 N006 N003 NC_01 N004 0 N007 0 LTC4362-1
4362-2_missing_Capacitor.net,Capacitor,C1 N004 0 10µ
4363-1_missing_Resistor.net,Resistor,R6 N001 N009 604K
4363-2_missing_VoltageSource.net,VoltageSource,V1 N001 N005 EXP(0 60 5m 10m 10m 150m)
4364-1_missing_Capacitor.net,Capacitor,C1 0 N004 6.8n
4364-2_missing_Resistor.net,Resistor,R8 OUT N009 100K
4365-1_missing_Resistor.net,Resistor,R2 IN N004 1820K
4365_missing_Resistor.net,Resistor,R3 N004 N006 243K
4366-1_missing_Capacitor.net,Capacitor,C4 N002 N011 0.47µ
4366-2_missing_VoltageSource.net,VoltageSource,V2 N010 0 PWL(0 0 340m 0 340.01m 1 340.8m 1 340.81m 0)
4367-1_missing_Resistor.net,Resistor,R5 OUT N005 10K
4367_missing_VoltageSource.net,VoltageSource,V1 IN 0 PWL(0 -40 200m -40 2.1 70)
4368-1_missing_Resistor.net,Resistor,R5 N005 N003 22K
4368-2_missing_Resistor.net,Resistor,R4 IN N006 100K
4370_missing_VoltageSource.net,VoltageSource,V2 IN2 0 PWL(0 0 1m 11 100m 11 9.9 13)
4371_missing_Diode.net,Diode,D1 N002 Out QTLP690C
4380-1_missing_Capacitor.net,Capacitor,Cload OUT 0 22µ
4380-2_missing_Subcircuit.net,Subcircuit,XU1 0 OUT N001 N003 N005 N004 N005 N007 0 N006 LTC4380-2
4380-3_missing_Resistor.net,Resistor,R5 IN N004 80K
4380-4_missing_Subcircuit.net,Subcircuit,XU1 0 OUT N001 N003 N005 N004 N005 N007 0 N006 LTC4380-4
4411_missing_Capacitor.net,Capacitor,C1 N002 0 4.7µ
4412_missing_VoltageSource.net,VoltageSource,V2 N001 0 PWL(0 0 1 7)
4412HV_missing_Resistor.net,Resistor,R2 N002 0 100
4413-1_missing_Resistor.net,Resistor,R§Load N002 0 10
4413-2_missing_VoltageSource.net,VoltageSource,V§Wall N001 0 5
4413_missing_Subcircuit.net,Subcircuit,XU1 N001 0 0 0 N005 N002 MP_01 MP_02 N003 N002 LTC4413
4414_missing_Subcircuit.net,Subcircuit,XU1 N001 0 0 N004 N002 N003 LTC4414
4415_missing_Subcircuit.net,Subcircuit,XU1 IN1 N001 N003 N005 N001 IN2 OUT N007 N006 N004 N002 OUT 0 LTC4415
4416-1_missing_MOSFET.net,MOSFET,M§Q1 N001 N004 N002 N002 IRF7210
4416_missing_VoltageSource.net,VoltageSource,V2 N008 0 10.8
4417_missing_Resistor.net,Resistor,R10 N009 N020 698K
4418_missing_Resistor.net,Resistor,R6 IN2 N012 1Meg
4419_missing_Resistor.net,Resistor,R7 N001 N003 237K
4420_missing_Subcircuit.net,Subcircuit,XU1 V1 N003 N001 0 N002 N005 V2ok OUT 0 V2 N004 N006 LTC4420
4421_missing_MOSFET.net,MOSFET,M3 N003 N007 N002 N002 PSMN4R8100BSE
4430_missing_MOSFET.net,MOSFET,M§Q1 N003 N004 N007 N007 FDS6680A
4440-5_missing_VoltageSource.net,VoltageSource,V2 N002 0 PULSE(0 8 0 1n 1n 1u 2u)
4440_missing_VoltageSource.net,VoltageSource,V1 N001 0 8
4440A-5_missing_Subcircuit.net,Subcircuit,XU1 N001 0 N002 0 N003 N001 LTC4440-5
4441-1_missing_Resistor.net,Resistor,R7 OUT N010 300K
