file,ground_truth,removed_line
3076_missing_MOSFET.net,MOSFET,MM1 (VB2 net1006 VDD VDD) pmos4
3077_missing_MOSFET.net,MOSFET,MM0 (net1004 net6 VSS VSS) nmos4
3078_missing_MOSFET.net,MOSFET,MM10 (net6 net1006 VDD VDD) pmos4
3079_missing_MOSFET.net,MOSFET,MM8 (net12 net12 VSS VSS) nmos4
308_missing_MOSFET.net,MOSFET,M9 (net028 VB3 VDD VDD) pmos4
3080_missing_MOSFET.net,MOSFET,MM5 (net10 net1004 VDD VDD) pmos4
3081_missing_MOSFET.net,MOSFET,MM3 (VB2 net1006 VDD VDD) pmos4
3082_missing_MOSFET.net,MOSFET,MM9 (VOUT1 net12 VSS VSS) nmos4
3083_missing_MOSFET.net,MOSFET,MM2 (net016 net13 VDD VDD) pmos4
3084_missing_MOSFET.net,MOSFET,MM1 (net014 net13 VDD VDD) pmos4
3085_missing_MOSFET.net,MOSFET,MM5 (VOUT1 net1002 net014 VDD) pmos4
3086_missing_MOSFET.net,MOSFET,MM0 (net1002 net1007 VSS VSS) nmos4
3087_missing_Resistor.net,Resistor,RRF (VDD net1007) resistor
3088_missing_MOSFET.net,MOSFET,MM2 (VB3 net12 net1007 VSS) nmos4
3089_missing_MOSFET.net,MOSFET,MM6 (net13 net1002 net016 VDD) pmos4
309_missing_MOSFET.net,MOSFET,M10 (net09 VOUT1 VSS VSS) nmos4
3090_missing_MOSFET.net,MOSFET,MM0 (VB3 net025 VSS VSS) nmos4
3091_missing_MOSFET.net,MOSFET,MM4 (net15 net014 VSS VSS) nmos4
3092_missing_MOSFET.net,MOSFET,MM1 (net014 net13 VDD VDD) pmos4
3093_missing_Resistor.net,Resistor,RR1 (net05 VSS) resistor
3094_missing_Capacitor.net,Capacitor,C0 (net11 VSS) capacitor
3095_missing_MOSFET.net,MOSFET,MM1 (net014 net13 VDD VDD) pmos4
3096_missing_MOSFET.net,MOSFET,MM1 (net1002 net1002 net8 VDD) pmos4
3097_missing_MOSFET.net,MOSFET,MM4 (net11 VB1 VSS VSS) nmos4
3098_missing_MOSFET.net,MOSFET,MM3 (net8 net1002 VDD VDD) pmos4
3099_missing_MOSFET.net,MOSFET,MM2 (VB2 net12 net1007 VSS) nmos4
31_missing_MOSFET.net,MOSFET,M0 (VOUT1 VB1 net6 VSS) nmos4
310_missing_MOSFET.net,MOSFET,M1 (net047 VB4 VSS VSS) nmos4
3100_missing_MOSFET.net,MOSFET,MM2 (net016 net13 VDD VDD) pmos4
3101_missing_MOSFET.net,MOSFET,MM7 (net010 net010 net025 VSS) nmos4
3102_missing_MOSFET.net,MOSFET,M12 (VIN1 VCLK1 net11 VSS) nmos4
3103_missing_MOSFET.net,MOSFET,MM1 (net1002 net1002 net8 VDD) pmos4
3104_missing_MOSFET.net,MOSFET,MM4 (net11 VB1 VSS VSS) nmos4
3105_missing_MOSFET.net,MOSFET,MM7 (VOUT1 net12 net12 net19) pmos4
3106_missing_MOSFET.net,MOSFET,MM1 (net14 net1003 net013 VSS) nmos4
3107_missing_MOSFET.net,MOSFET,MM13 (net9 net1003 VSS VSS) nmos4
3108_missing_MOSFET.net,MOSFET,MM5 (net12 VB1 VDD VDD) pmos4
3109_missing_MOSFET.net,MOSFET,M13 (net11 VCLK2 net12 VSS) nmos4
311_missing_MOSFET.net,MOSFET,M9 (VOUT2 VB2 net043 VDD) pmos4
3110_missing_MOSFET.net,MOSFET,MM0 (VB2 VB2 VSS VSS) nmos4
3111_missing_MOSFET.net,MOSFET,MM14 (net1003 net1006 VDD VDD) pmos4
3112_missing_MOSFET.net,MOSFET,M13 (net11 VCLK2 net12 VSS) nmos4
3113_missing_MOSFET.net,MOSFET,MM8 (net013 net14 VSS VSS) nmos4
3114_missing_MOSFET.net,MOSFET,M12 (VIN1 VCLK1 net11 VSS) nmos4
3115_missing_MOSFET.net,MOSFET,MM10 (net1005 net1006 VDD VDD) pmos4
3116_missing_MOSFET.net,MOSFET,MM6 (VOUT1 net9 VSS VSS) nmos4
3117_missing_MOSFET.net,MOSFET,MM4 (net15 net1005 VSS VSS) nmos4
3118_missing_MOSFET.net,MOSFET,MM5 (VOUT1 net16 VDD VDD) pmos4
3119_missing_MOSFET.net,MOSFET,MM3 (net16 VSS net15 VSS) nmos4
312_missing_MOSFET.net,MOSFET,M19 (net047 VIN1 net043 VSS) nmos4
3120_missing_MOSFET.net,MOSFET,MM11 (net023 net024 VB1 VSS) nmos4
3121_missing_MOSFET.net,MOSFET,MM7 (net9 net9 VSS VSS) nmos4
3122_missing_MOSFET.net,MOSFET,MM4 (net15 net1005 VSS VSS) nmos4
3123_missing_MOSFET.net,MOSFET,MM0 (VB1 VB1 VDD VDD) pmos4
3124_missing_MOSFET.net,MOSFET,MM7 (net9 net9 VSS VSS) nmos4
3125_missing_MOSFET.net,MOSFET,MM4 (net15 net1005 VSS VSS) nmos4
3126_missing_MOSFET.net,MOSFET,MM2 (net12 net20 VDD VDD) pmos4
3127_missing_MOSFET.net,MOSFET,MM2 (net12 net20 VDD VDD) pmos4
3128_missing_Resistor.net,Resistor,RR0 (net1007 VSS) resistor
3129_missing_MOSFET.net,MOSFET,MM2 (net1005 net1005 VSS VSS) nmos4
3130_missing_MOSFET.net,MOSFET,MM0 (net12 net12 net15 VSS) nmos4
3131_missing_MOSFET.net,MOSFET,MM7 (net9 net9 VSS VSS) nmos4
3132_missing_Resistor.net,Resistor,RRF (VDD net1007) resistor
3133_missing_MOSFET.net,MOSFET,MM4 (net15 net1005 VSS VSS) nmos4
3134_missing_MOSFET.net,MOSFET,MM4 (VB1 net1005 VSS VSS) nmos4
3135_missing_MOSFET.net,MOSFET,MM4 (net15 net1005 VSS VSS) nmos4
3136_missing_MOSFET.net,MOSFET,MM4 (net15 net1005 VSS VSS) nmos4
3137_missing_MOSFET.net,MOSFET,MM0 (net010 net1007 VSS VSS) nmos4
3138_missing_MOSFET.net,MOSFET,MM3 (net16 VSS net15 VSS) nmos4
3139_missing_MOSFET.net,MOSFET,MM1 (net12 VB2 VDD VDD) pmos4
314_missing_Resistor.net,Resistor,R0 (net5 VOUT1) resistor
3140_missing_MOSFET.net,MOSFET,MM2 (net1005 net1005 VSS VSS) nmos4
3141_missing_MOSFET.net,MOSFET,MM4 (VB1 net1005 VSS VSS) nmos4
3142_missing_Capacitor.net,Capacitor,C1 (net12 VOUT1) capacitor
3143_missing_MOSFET.net,MOSFET,MM3 (net16 VSS net15 VSS) nmos4
3144_missing_MOSFET.net,MOSFET,M13 (net11 VCLK2 net12 VSS) nmos4
3145_missing_MOSFET.net,MOSFET,MM8 (net1005 net1005 VSS VSS) nmos4
3146_missing_MOSFET.net,MOSFET,MM3 (net1006 net1006 VDD VDD) pmos4
3147_missing_MOSFET.net,MOSFET,MM6 (VOUT1 net9 VSS VSS) nmos4
3148_missing_MOSFET.net,MOSFET,MM2 (net12 net20 VDD VDD) pmos4
3149_missing_MOSFET.net,MOSFET,MM3 (VB1 VB1 VDD VDD) pmos4
315_missing_MOSFET.net,MOSFET,M3 (VOUT2 VIN2 net25 VSS) nmos4
3150_missing_MOSFET.net,MOSFET,MM1 (net16 net20 VDD VDD) pmos4
3151_missing_MOSFET.net,MOSFET,MM1 (net1006 net1006 VDD VDD) pmos4
3152_missing_Capacitor.net,Capacitor,C0 (net11 VSS) capacitor
3153_missing_MOSFET.net,MOSFET,M13 (net11 VCLK2 net12 VSS) nmos4
3155_missing_MOSFET.net,MOSFET,MM6 (VOUT1 net9 VSS VSS) nmos4
3156_missing_Capacitor.net,Capacitor,C1 (net12 VOUT1) capacitor
3157_missing_MOSFET.net,MOSFET,MM9 (net9 net12 VDD VDD) pmos4
3158_missing_MOSFET.net,MOSFET,MM1 (net1005 net1005 VSS VSS) nmos4
3159_missing_MOSFET.net,MOSFET,M12 (VIN1 VCLK1 net11 VSS) nmos4
316_missing_MOSFET.net,MOSFET,M4 (VOUT2 VB2 VSS VSS) nmos4
3160_missing_MOSFET.net,MOSFET,MM9 (net9 net12 VDD VDD) pmos4
3161_missing_MOSFET.net,MOSFET,MM7 (net9 net9 VSS VSS) nmos4
3162_missing_MOSFET.net,MOSFET,MM3 (VB1 VB1 VDD VDD) pmos4
3163_missing_MOSFET.net,MOSFET,MM2 (net12 net20 VDD VDD) pmos4
3164_missing_MOSFET.net,MOSFET,MM1 (net36 net23 VDD VDD) pmos4
3165_missing_MOSFET.net,MOSFET,MM5 (net34 net23 VDD VDD) pmos4
3166_missing_MOSFET.net,MOSFET,MM13 (VOUT1 net1003 net31 VSS) nmos4
3167_missing_Capacitor.net,Capacitor,C1 (net23 VOUT1) capacitor
3168_missing_MOSFET.net,MOSFET,MM14 (net1003 net1006 VDD VDD) pmos4
3169_missing_MOSFET.net,MOSFET,MM1 (VB3 net1006 VDD VDD) pmos4
317_missing_MOSFET.net,MOSFET,M5 (net032 VIN2 IB1 VSS) nmos4
3170_missing_MOSFET.net,MOSFET,MM14 (net025 net012 VDD VDD) pmos4
3171_missing_MOSFET.net,MOSFET,MM7 (net11 net23 net14 net27) pmos4
3172_missing_MOSFET.net,MOSFET,M12 (net21 VCLK2 VSS VSS) nmos4
3173_missing_MOSFET.net,MOSFET,M12 (net21 VCLK2 VSS VSS) nmos4
3174_missing_MOSFET.net,MOSFET,MM3 (VOUT1 VB1 net025 VDD) pmos4
3175_missing_MOSFET.net,MOSFET,MM2 (net1006 VB3 net15 VSS) nmos4
3176_missing_MOSFET.net,MOSFET,MM3 (net1006 net1006 VDD VDD) pmos4
3177_missing_Resistor.net,Resistor,RR0 (VB3 net010) resistor
3178_missing_MOSFET.net,MOSFET,M14 (VIN1 VCLK1 net21 VSS) nmos4
3179_missing_Resistor.net,Resistor,RR1 (net1006 VSS) resistor
318_missing_MOSFET.net,MOSFET,M3 (net038 VIN1 net06 VSS) nmos4
3180_missing_MOSFET.net,MOSFET,MM1 (net12 net1006 VDD VDD) pmos4
3181_missing_MOSFET.net,MOSFET,MM1 (VB3 net1006 VDD VDD) pmos4
3182_missing_MOSFET.net,MOSFET,MM15 (net1003 net1003 net1001 VSS) nmos4
3183_missing_MOSFET.net,MOSFET,MM5 (net014 net014 VSS VSS) nmos4
3184_missing_MOSFET.net,MOSFET,MM8 (net12 net1003 net27 VSS) nmos4
3185_missing_MOSFET.net,MOSFET,MM1 (net32 VB1 VDD VDD) pmos4
3186_missing_MOSFET.net,MOSFET,MM15 (net1003 net1003 net9 VSS) nmos4
3187_missing_MOSFET.net,MOSFET,MM0 (net26 net23 net10 VSS) nmos4
3188_missing_MOSFET.net,MOSFET,MM10 (net27 net12 VSS VSS) nmos4
3189_missing_MOSFET.net,MOSFET,MM2 (net1006 net12 VB4 VSS) nmos4
319_missing_MOSFET.net,MOSFET,M6 (net013 VB2 net024 VDD) pmos4
3190_missing_MOSFET.net,MOSFET,M12 (net21 VCLK2 VSS VSS) nmos4
3191_missing_MOSFET.net,MOSFET,MM15 (net1003 net1003 net9 VSS) nmos4
3192_missing_MOSFET.net,MOSFET,MM0 (net26 net23 net10 VSS) nmos4
3193_missing_MOSFET.net,MOSFET,MM0 (VB5 VB4 VSS VSS) nmos4
3194_missing_MOSFET.net,MOSFET,MM0 (net12 VB1 VDD VDD) pmos4
3195_missing_MOSFET.net,MOSFET,MM3 (net1006 net1006 VDD VDD) pmos4
3196_missing_Resistor.net,Resistor,RR1 (net1006 VSS) resistor
3197_missing_MOSFET.net,MOSFET,MM0 (net12 VB1 VDD VDD) pmos4
3198_missing_MOSFET.net,MOSFET,MM5 (VOUT1 VB2 net24 VDD) pmos4
3199_missing_MOSFET.net,MOSFET,MM0 (VB3 VB3 VSS VSS) nmos4
320_missing_MOSFET.net,MOSFET,M4 (net040 VB1 net042 VSS) nmos4
3200_missing_MOSFET.net,MOSFET,MM1 (net1006 net1006 VDD VDD) pmos4
3201_missing_MOSFET.net,MOSFET,MM0 (net12 VB1 VDD VDD) pmos4
3202_missing_MOSFET.net,MOSFET,MM2 (net1006 VB4 VB3 VSS) nmos4
3203_missing_MOSFET.net,MOSFET,MM6 (net16 VB3 net25 VDD) pmos4
3204_missing_MOSFET.net,MOSFET,MM10 (net29 VB2 VSS VSS) nmos4
3205_missing_MOSFET.net,MOSFET,MM0 (net12 VB1 VDD VDD) pmos4
3206_missing_MOSFET.net,MOSFET,MM5 (VOUT1 VB3 net24 VDD) pmos4
3207_missing_MOSFET.net,MOSFET,M15 (net22 VCLK2 net23 VSS) nmos4
3208_missing_MOSFET.net,MOSFET,MM6 (net16 VB3 net25 VDD) pmos4
3209_missing_MOSFET.net,MOSFET,MM8 (net025 net010 net023 VSS) nmos4
321_missing_MOSFET.net,MOSFET,M10 (net013 net013 VDD VDD) pmos4
3210_missing_MOSFET.net,MOSFET,MM5 (net014 net014 VSS VSS) nmos4
3211_missing_MOSFET.net,MOSFET,MM1 (net24 net16 VDD VDD) pmos4
3212_missing_MOSFET.net,MOSFET,M13 (net22 VCLK1 VSS VSS) nmos4
3213_missing_MOSFET.net,MOSFET,M15 (net22 VCLK2 net23 VSS) nmos4
3214_missing_Capacitor.net,Capacitor,C0 (net22 net21) capacitor
3215_missing_MOSFET.net,MOSFET,M12 (net21 VCLK2 VSS VSS) nmos4
3216_missing_MOSFET.net,MOSFET,M13 (net22 VCLK1 VSS VSS) nmos4
3217_missing_MOSFET.net,MOSFET,MM0 (VB1 VB1 VSS VSS) nmos4
3218_missing_Capacitor.net,Capacitor,C1 (net23 VOUT1) capacitor
3219_missing_MOSFET.net,MOSFET,MM8 (net9 net9 VSS VSS) nmos4
322_missing_Capacitor.net,Capacitor,C2 (VOUT1 net017) capacitor
3220_missing_MOSFET.net,MOSFET,MM5 (net15 net15 VSS VSS) nmos4
3221_missing_MOSFET.net,MOSFET,MM2 (net1007 net9 VDD VDD) pmos4
3222_missing_Capacitor.net,Capacitor,C0 (net22 net21) capacitor
3223_missing_MOSFET.net,MOSFET,MM1 (net1007 VB2 VDD VDD) pmos4
3224_missing_MOSFET.net,MOSFET,MM10 (VB1 net1007 VSS VSS) nmos4
3225_missing_MOSFET.net,MOSFET,M14 (VIN1 VCLK1 net21 VSS) nmos4
3226_missing_MOSFET.net,MOSFET,MM2 (net1005 net1005 VSS VSS) nmos4
3227_missing_MOSFET.net,MOSFET,MM2 (VB2 net1007 net15 VSS) nmos4
3228_missing_Capacitor.net,Capacitor,C0 (net22 net21) capacitor
3229_missing_MOSFET.net,MOSFET,MM7 (VOUT1 net9 VSS VSS) nmos4
323_missing_MOSFET.net,MOSFET,M5 (net016 VIN1 IB1 VSS) nmos4
3230_missing_MOSFET.net,MOSFET,MM0 (VB1 VB1 VDD VDD) pmos4
3231_missing_Capacitor.net,Capacitor,C0 (net22 net21) capacitor
3232_missing_MOSFET.net,MOSFET,MM4 (net16 net1005 VSS VSS) nmos4
3233_missing_MOSFET.net,MOSFET,MM5 (VOUT1 net20 VDD VDD) pmos4
3234_missing_MOSFET.net,MOSFET,MM4 (VB1 net1005 VSS VSS) nmos4
3235_missing_MOSFET.net,MOSFET,MM2 (VB2 net1007 VSS VSS) nmos4
3236_missing_MOSFET.net,MOSFET,MM10 (neta net1007 VSS VSS) nmos4
3237_missing_MOSFET.net,MOSFET,MM8 (net9 net9 VSS VSS) nmos4
3238_missing_MOSFET.net,MOSFET,MM6 (net9 net11 VDD VDD) pmos4
3239_missing_MOSFET.net,MOSFET,MM6 (net014 VB2 VDD VDD) pmos4
324_missing_MOSFET.net,MOSFET,M7 (VOUT1 VB2 net029 VDD) pmos4
3240_missing_MOSFET.net,MOSFET,MM3 (VB1 VB1 VDD VDD) pmos4
3241_missing_MOSFET.net,MOSFET,MM8 (net9 net9 VSS VSS) nmos4
3242_missing_Capacitor.net,Capacitor,C1 (net23 VOUT1) capacitor
3243_missing_MOSFET.net,MOSFET,MM8 (net9 net9 VSS VSS) nmos4
3244_missing_MOSFET.net,MOSFET,MM0 (net11 net23 net16 VSS) nmos4
3245_missing_MOSFET.net,MOSFET,MM4 (net16 net1005 VSS VSS) nmos4
3246_missing_MOSFET.net,MOSFET,MM8 (net1005 net1005 VSS VSS) nmos4
3247_missing_MOSFET.net,MOSFET,MM8 (net1005 net1005 VSS VSS) nmos4
3248_missing_MOSFET.net,MOSFET,M12 (net21 VCLK2 VSS VSS) nmos4
3249_missing_MOSFET.net,MOSFET,MM5 (net014 net014 VSS VSS) nmos4
325_missing_MOSFET.net,MOSFET,M3 (VOUT1 VIN1 VSS VSS) nmos4
3250_missing_MOSFET.net,MOSFET,MM6 (net15 net1006 VDD VDD) pmos4
3251_missing_MOSFET.net,MOSFET,MM1 (VB2 net1006 VDD VDD) pmos4
3252_missing_MOSFET.net,MOSFET,MM8 (net6 net6 VSS VSS) nmos4
3253_missing_Resistor.net,Resistor,RR1 (net1006 VSS) resistor
3254_missing_MOSFET.net,MOSFET,MM0 (net11 net23 net16 VSS) nmos4
3255_missing_MOSFET.net,MOSFET,MM8 (net9 net9 VSS VSS) nmos4
3256_missing_MOSFET.net,MOSFET,M15 (net22 VCLK2 net23 VSS) nmos4
3257_missing_MOSFET.net,MOSFET,MM3 (net20 VSS net16 VSS) nmos4
3258_missing_MOSFET.net,MOSFET,MM3 (net20 VSS net16 VSS) nmos4
3259_missing_Capacitor.net,Capacitor,C0 (net22 net21) capacitor
326_missing_Capacitor.net,Capacitor,C0 (net026 VSS) capacitor
3260_missing_MOSFET.net,MOSFET,M13 (net22 VCLK1 VSS VSS) nmos4
3261_missing_MOSFET.net,MOSFET,MM3 (VB2 VB2 VDD VDD) pmos4
3262_missing_MOSFET.net,MOSFET,M15 (net22 VCLK2 net23 VSS) nmos4
3263_missing_MOSFET.net,MOSFET,MM0 (net17 net15 VSS VSS) nmos4
3264_missing_MOSFET.net,MOSFET,M13 (net22 VCLK1 VSS VSS) nmos4
3265_missing_MOSFET.net,MOSFET,MM1 (net1007 VB2 VDD VDD) pmos4
3266_missing_MOSFET.net,MOSFET,MM1 (VB1 net1004 VDD VDD) pmos4
3267_missing_MOSFET.net,MOSFET,MM7 (net9 net23 net13 net22) pmos4
3268_missing_MOSFET.net,MOSFET,MM3 (VOUT1 net17 VDD VDD) pmos4
3269_missing_MOSFET.net,MOSFET,MM5 (net13 net1004 VDD VDD) pmos4
327_missing_MOSFET.net,MOSFET,M4 (VOUT1 VIN2 IB1 VSS) nmos4
3270_missing_MOSFET.net,MOSFET,MM1 (net9 net1007 VSS VSS) nmos4
3271_missing_MOSFET.net,MOSFET,MM1 (VB1 neta VDD VDD) pmos4
3272_missing_MOSFET.net,MOSFET,MM9 (net9 net9 VSS VSS) nmos4
3273_missing_MOSFET.net,MOSFET,MM1 (VOUT1 net9 VSS VSS) nmos4
3274_missing_MOSFET.net,MOSFET,M15 (net22 VCLK2 net23 VSS) nmos4
3275_missing_MOSFET.net,MOSFET,MM3 (net1004 net1004 VDD VDD) pmos4
3276_missing_MOSFET.net,MOSFET,MM2 (VB1 VB1 VSS VSS) nmos4
3277_missing_MOSFET.net,MOSFET,M12 (net21 VCLK2 VSS VSS) nmos4
3278_missing_MOSFET.net,MOSFET,MM1 (VOUT1 net9 VSS VSS) nmos4
3279_missing_MOSFET.net,MOSFET,MM0 (net1007 net1007 net05 VSS) nmos4
328_missing_MOSFET.net,MOSFET,M6 (net040 net040 VDD VDD) pmos4
3280_missing_MOSFET.net,MOSFET,MM5 (net13 net1004 VDD VDD) pmos4
3281_missing_Resistor.net,Resistor,RR0 (VDD net10) resistor
3282_missing_MOSFET.net,MOSFET,M12 (net21 VCLK2 VSS VSS) nmos4
3283_missing_MOSFET.net,MOSFET,M15 (net22 VCLK2 net23 VSS) nmos4
3284_missing_MOSFET.net,MOSFET,MM0 (net17 net15 VSS VSS) nmos4
3285_missing_MOSFET.net,MOSFET,M15 (net22 VCLK2 net23 VSS) nmos4
3286_missing_MOSFET.net,MOSFET,MM1 (net1007 VB1 VDD VDD) pmos4
3287_missing_MOSFET.net,MOSFET,MM11 (net023 net024 net1007 VSS) nmos4
3288_missing_MOSFET.net,MOSFET,MM2 (net17 net17 VDD VDD) pmos4
3289_missing_Resistor.net,Resistor,RRF (VDD net1007) resistor
329_missing_MOSFET.net,MOSFET,M1 (net034 VB4 VSS VSS) nmos4
3290_missing_MOSFET.net,MOSFET,MM7 (net9 net23 net13 net22) pmos4
3291_missing_Capacitor.net,Capacitor,C0 (net22 net21) capacitor
3292_missing_MOSFET.net,MOSFET,MM9 (net9 net9 VSS VSS) nmos4
3293_missing_MOSFET.net,MOSFET,MM0 (net1004 VB1 VSS VSS) nmos4
3294_missing_MOSFET.net,MOSFET,MM5 (net13 net1004 VDD VDD) pmos4
3295_missing_MOSFET.net,MOSFET,MM9 (net9 net9 VSS VSS) nmos4
3296_missing_MOSFET.net,MOSFET,MM2 (net1006 VB2 net15 VSS) nmos4
3297_missing_MOSFET.net,MOSFET,MM0 (net1004 VB1 VSS VSS) nmos4
3298_missing_Capacitor.net,Capacitor,C1 (net23 VOUT1) capacitor
3299_missing_MOSFET.net,MOSFET,MM10 (VB1 net1006 VDD VDD) pmos4
3300_missing_MOSFET.net,MOSFET,MM6 (net15 VSS net13 net22) pmos4
3301_missing_MOSFET.net,MOSFET,M14 (VIN1 VCLK1 net21 VSS) nmos4
3302_missing_Capacitor.net,Capacitor,C0 (net22 net21) capacitor
3303_missing_MOSFET.net,MOSFET,MM0 (net1004 net6 VSS VSS) nmos4
3304_missing_MOSFET.net,MOSFET,MM8 (net6 net6 VSS VSS) nmos4
3305_missing_MOSFET.net,MOSFET,MM5 (net13 net1004 VDD VDD) pmos4
3306_missing_MOSFET.net,MOSFET,MM2 (VB1 net1004 VDD VDD) pmos4
3307_missing_MOSFET.net,MOSFET,MM1 (VB1 VB1 VSS VSS) nmos4
3308_missing_MOSFET.net,MOSFET,MM1 (VB2 net1006 VDD VDD) pmos4
3309_missing_MOSFET.net,MOSFET,MM2 (net1006 VB2 VSS VSS) nmos4
331_missing_MOSFET.net,MOSFET,M9 (net032 net032 VDD VDD) pmos4
3310_missing_MOSFET.net,MOSFET,MM4 (net16 net1005 VSS VSS) nmos4
3311_missing_MOSFET.net,MOSFET,MM2 (VB1 VB1 VDD VDD) pmos4
3312_missing_MOSFET.net,MOSFET,MM3 (net1006 net1006 VDD VDD) pmos4
3313_missing_MOSFET.net,MOSFET,MM3 (net1006 net1006 VDD VDD) pmos4
3314_missing_MOSFET.net,MOSFET,MM8 (net1005 net1005 VSS VSS) nmos4
3315_missing_MOSFET.net,MOSFET,M14 (VIN1 VCLK1 net21 VSS) nmos4
3316_missing_MOSFET.net,MOSFET,MM5 (net15 net15 VSS VSS) nmos4
3317_missing_MOSFET.net,MOSFET,M15 (net22 VCLK2 net23 VSS) nmos4
3318_missing_Resistor.net,Resistor,RR0 (VDD net10) resistor
3319_missing_MOSFET.net,MOSFET,MM2 (VB1 net1007 VSS VSS) nmos4
332_missing_MOSFET.net,MOSFET,M2 (VOUT1 IB1 net03 VSS) nmos4
3320_missing_MOSFET.net,MOSFET,MM1 (VOUT1 net1004 VDD VDD) pmos4
3321_missing_MOSFET.net,MOSFET,MM2 (net1004 net1004 VDD VDD) pmos4
3322_missing_MOSFET.net,MOSFET,MM1 (net1005 net1004 VDD VDD) pmos4
3323_missing_MOSFET.net,MOSFET,MM1 (net1005 net1004 VDD VDD) pmos4
3324_missing_MOSFET.net,MOSFET,MM2 (net1004 net1004 VDD VDD) pmos4
3325_missing_MOSFET.net,MOSFET,MM2 (net1004 net1004 VDD VDD) pmos4
3326_missing_MOSFET.net,MOSFET,MM2 (net1004 net1004 VDD VDD) pmos4
3327_missing_MOSFET.net,MOSFET,M15 (net22 VCLK2 net23 VSS) nmos4
3328_missing_MOSFET.net,MOSFET,MM0 (neta neta VDD VDD) pmos4
3329_missing_MOSFET.net,MOSFET,MM4 (net16 net1005 VSS VSS) nmos4
333_missing_MOSFET.net,MOSFET,M6 (net4 VIN1 net1 VDD) pmos4
3330_missing_MOSFET.net,MOSFET,MM2 (VB1 net1007 VSS VSS) nmos4
3331_missing_MOSFET.net,MOSFET,MM3 (net1004 net1004 VDD VDD) pmos4
3332_missing_MOSFET.net,MOSFET,M12 (net21 VCLK2 VSS VSS) nmos4
3333_missing_MOSFET.net,MOSFET,M12 (net21 VCLK2 VSS VSS) nmos4
3334_missing_MOSFET.net,MOSFET,MM0 (neta neta VDD VDD) pmos4
3335_missing_MOSFET.net,MOSFET,M15 (net22 VCLK2 net23 VSS) nmos4
3336_missing_MOSFET.net,MOSFET,M12 (net21 VCLK2 VSS VSS) nmos4
3337_missing_MOSFET.net,MOSFET,MM1 (VOUT1 net1004 VDD VDD) pmos4
3338_missing_MOSFET.net,MOSFET,MM2 (net1004 net1004 VDD VDD) pmos4
3339_missing_Capacitor.net,Capacitor,C0 (net22 net21) capacitor
334_missing_MOSFET.net,MOSFET,M7 (VOUT2 VB1 VDD VIN2) pmos4
3340_missing_Capacitor.net,Capacitor,C1 (net23 VOUT1) capacitor
3341_missing_MOSFET.net,MOSFET,M13 (net22 VCLK1 VSS VSS) nmos4
3342_missing_MOSFET.net,MOSFET,MM3 (VOUT1 VSS net16 VSS) nmos4
3343_missing_MOSFET.net,MOSFET,MM8 (net1005 net1005 VSS VSS) nmos4
3344_missing_MOSFET.net,MOSFET,M15 (net22 VCLK2 net23 VSS) nmos4
3345_missing_Capacitor.net,Capacitor,C1 (net23 VOUT1) capacitor
3346_missing_MOSFET.net,MOSFET,MM3 (VOUT1 VSS net16 VSS) nmos4
3347_missing_MOSFET.net,MOSFET,MM0 (VB2 VB1 VSS VSS) nmos4
3348_missing_MOSFET.net,MOSFET,MM0 (net1004 net23 net16 VSS) nmos4
3349_missing_MOSFET.net,MOSFET,MM2 (net1006 VB1 VSS VSS) nmos4
335_missing_MOSFET.net,MOSFET,M10 (VOUT2 net015 VSS VSS) nmos4
3350_missing_MOSFET.net,MOSFET,M12 (net21 VCLK2 VSS VSS) nmos4
3351_missing_MOSFET.net,MOSFET,M12 (net21 VCLK2 VSS VSS) nmos4
3352_missing_Resistor.net,Resistor,RR0 (net15 VSS) resistor
3353_missing_MOSFET.net,MOSFET,MM2 (net1005 net1004 VDD VDD) pmos4
3354_missing_MOSFET.net,MOSFET,MM3 (VOUT1 VSS net16 VSS) nmos4
3355_missing_Capacitor.net,Capacitor,C1 (net23 VOUT1) capacitor
3356_missing_MOSFET.net,MOSFET,MM8 (net6 net6 VSS VSS) nmos4
3357_missing_MOSFET.net,MOSFET,MM8 (net1005 net1005 VSS VSS) nmos4
3358_missing_MOSFET.net,MOSFET,MM10 (net1005 net1006 VDD VDD) pmos4
3359_missing_MOSFET.net,MOSFET,MM3 (VOUT1 VSS net13 VSS) nmos4
336_missing_MOSFET.net,MOSFET,M6 (net046 VIN1 IB1 VDD) pmos4
3360_missing_Resistor.net,Resistor,RR0 (VDD net6) resistor
3361_missing_MOSFET.net,MOSFET,MM6 (net11 net18 net19 VDD) pmos4
3362_missing_MOSFET.net,MOSFET,M12 (net21 VCLK2 VSS VSS) nmos4
3363_missing_MOSFET.net,MOSFET,M12 (net21 VCLK2 VSS VSS) nmos4
3364_missing_MOSFET.net,MOSFET,MM4 (net15 net014 VSS VSS) nmos4
3365_missing_MOSFET.net,MOSFET,MM6 (net15 net1006 VDD VDD) pmos4
3366_missing_MOSFET.net,MOSFET,MM1 (net20 net11 VDD VDD) pmos4
3367_missing_Resistor.net,Resistor,RR0 (VDD net10) resistor
3368_missing_MOSFET.net,MOSFET,M15 (net22 VCLK2 net23 VSS) nmos4
3369_missing_MOSFET.net,MOSFET,MM3 (VOUT1 VSS net13 VSS) nmos4
337_missing_Resistor.net,Resistor,R1 (net015 VSS) capacitor
